N,P,K,temperature,humidity,ph,rainfall,label
64.56,85.94,-41.63,12.98,74.24,7.41,208.25,pomegranate
89.33,31.15,76.34,25.79,97.27,5.2,42.42,apple
20.34,36.83,54.7,34.89,121.3,7.74,71.61,grapes
114.53,14.3,95.6,34.0,60.8,5.97,64.91,papaya
46.04,64.01,37.3,21.34,82.19,5.54,95.85,pomegranate
7.56,11.7,29.61,22.6,58.2,6.36,150.16,pomegranate
95.49,1.32,108.24,26.28,92.51,6.77,135.99,lentil
29.79,52.29,8.59,33.22,51.67,4.76,-15.83,mothbeans
25.39,40.53,48.73,23.51,55.46,6.45,35.77,grapes
58.92,25.2,26.86,28.02,64.16,5.53,140.02,pomegranate
94.96,24.36,35.89,34.83,97.17,6.47,124.67,pigeonpeas
44.74,57.79,17.92,27.26,93.45,6.64,92.43,chickpea
85.2,143.33,-16.51,23.28,116.7,4.28,52.58,pomegranate
121.57,17.97,84.08,26.81,78.15,7.45,43.88,mothbeans
94.14,-2.69,53.7,26.84,60.25,6.48,91.64,papaya
60.93,75.83,92.44,20.28,90.74,6.29,85.17,grapes
59.35,55.05,126.87,17.98,86.68,6.64,127.89,pomegranate
49.37,49.76,95.45,20.38,96.83,7.47,82.31,maize
0.93,17.52,24.64,29.7,87.69,5.87,172.82,rice
53.03,0.6,64.23,24.29,89.45,5.87,16.53,Arecanut
93.56,2.07,99.28,25.74,89.42,7.1,187.42,coffee
54.05,29.07,55.55,35.97,42.57,4.94,61.2,orange
43.6,5.14,16.02,37.39,84.66,6.68,2.0,mothbeans
62.23,24.61,84.31,22.32,77.31,7.24,111.46,pigeonpeas
48.17,9.19,74.64,29.44,62.61,6.02,44.44,grapes
100.29,88.75,37.8,24.84,51.73,6.33,67.02,lentil
25.35,59.44,-2.6,21.76,23.35,5.13,97.9,grapes
61.85,12.37,30.58,24.39,71.48,6.61,148.19,mothbeans
81.5,97.9,67.83,22.02,80.22,6.86,154.82,banana
-33.07,36.94,103.96,20.13,84.8,6.17,169.73,jute
53.47,97.0,81.64,21.28,63.52,6.55,232.21,banana
56.11,94.5,-4.3,28.75,88.74,5.53,155.28,muskmelon
40.61,50.13,12.31,19.9,83.47,6.02,174.68,cotton
59.51,62.23,-81.68,32.27,99.39,7.78,141.15,pigeonpeas
-32.15,80.25,90.78,28.53,60.3,5.76,136.66,chickpea
33.61,93.99,-6.39,19.67,54.42,6.39,31.42,orange
49.09,39.11,15.72,20.72,74.57,6.64,158.62,papaya
90.57,28.84,106.93,25.7,88.47,7.75,111.42,blackgram
80.27,59.73,2.63,23.32,75.17,6.52,146.55,Arecanut
56.14,48.92,29.57,25.65,35.33,6.67,103.11,watermelon
97.97,79.42,69.21,24.8,54.16,7.22,78.13,chickpea
102.2,17.49,34.83,23.59,52.86,5.79,127.17,cotton
-18.71,47.98,-60.53,27.46,58.77,7.13,17.55,Arecanut
28.84,16.08,41.88,31.35,110.68,6.15,9.64,maize
6.14,5.95,133.54,19.6,44.54,7.31,184.24,blackgram
63.24,38.46,49.33,27.76,33.71,7.29,72.49,Paddy
79.17,75.24,57.7,25.62,37.44,8.6,60.29,grapes
120.72,82.14,46.17,29.86,73.94,6.2,91.7,pomegranate
56.01,6.14,60.17,29.55,41.08,6.21,144.03,rice
47.41,23.5,58.35,32.4,53.93,6.45,29.17,apple
85.89,89.87,101.13,29.74,61.85,7.03,139.86,lentil
-0.2,26.58,59.16,26.69,88.54,5.7,40.18,Paddy
4.28,35.95,54.62,22.4,75.73,6.1,66.76,mothbeans
102.65,69.95,-13.57,18.65,82.89,6.17,117.91,coffee
77.5,-26.98,1.14,22.22,81.71,6.84,40.78,maize
61.53,78.49,25.12,24.73,47.21,6.57,89.46,mungbean
39.96,9.76,27.54,26.33,108.85,7.25,149.35,Paddy
18.55,19.48,40.81,24.13,67.44,6.65,110.04,mungbean
17.03,59.29,24.23,29.47,91.74,6.47,102.04,papaya
70.6,30.5,35.11,28.71,81.07,5.46,78.32,grapes
28.22,77.97,74.84,24.86,32.78,6.09,114.52,blackgram
95.83,-1.21,13.44,29.69,69.81,6.01,103.21,coffee
25.1,107.57,37.62,18.78,51.74,4.95,119.1,maize
57.06,93.43,-82.61,27.77,63.14,6.76,99.65,banana
34.24,38.95,48.42,17.63,107.57,6.86,144.47,mothbeans
45.45,78.53,-16.46,26.99,85.49,7.08,170.74,maize
36.46,-15.46,48.44,27.64,78.96,7.75,101.4,Arecanut
111.6,83.0,72.96,29.52,47.2,6.53,-19.22,coconut
16.34,38.72,47.71,19.45,80.9,7.52,204.44,Arecanut
6.17,87.95,24.4,32.92,97.2,6.09,19.22,watermelon
12.57,27.53,14.47,30.12,49.01,6.26,78.97,jute
10.6,34.71,-26.07,29.51,54.14,6.62,185.46,Arecanut
41.99,45.55,85.4,26.33,97.05,7.32,154.1,rice
142.89,88.25,54.73,17.27,73.37,6.18,87.36,blackgram
35.31,137.96,128.49,19.96,28.15,6.28,177.34,cotton
60.61,111.25,43.25,21.23,49.14,5.84,200.62,Arecanut
70.65,63.87,4.93,27.75,67.49,6.11,176.05,jute
51.24,27.21,50.8,29.39,24.11,7.32,124.93,rice
-11.16,34.53,65.09,14.34,71.46,8.08,97.78,cotton
46.37,28.99,-1.2,24.69,81.89,6.25,164.12,rice
11.27,40.68,59.35,29.22,84.72,7.17,143.25,coffee
12.29,15.19,-61.24,21.38,98.85,6.31,111.99,papaya
26.56,89.37,127.94,19.85,83.91,6.98,123.34,lentil
64.79,11.72,117.47,17.3,79.73,6.99,217.59,apple
32.28,73.63,27.95,24.95,87.15,6.44,157.36,coffee
63.54,2.18,84.76,21.52,54.56,5.74,128.43,mango
58.06,60.36,62.31,28.05,97.82,8.04,97.27,muskmelon
29.59,65.88,23.81,21.77,89.08,6.05,95.32,pigeonpeas
13.37,83.36,57.14,26.88,62.72,7.32,76.75,orange
73.03,39.47,18.31,23.74,118.2,7.06,16.95,mungbean
81.0,46.53,47.63,19.81,79.69,6.61,138.96,kidneybeans
1.41,49.55,48.73,27.18,105.64,7.29,121.78,banana
68.52,130.71,36.54,21.6,108.9,6.99,39.38,jute
31.86,56.18,81.55,22.64,47.08,7.08,29.79,orange
96.2,54.76,-8.54,19.32,58.98,6.66,114.72,Arecanut
84.87,38.32,105.69,31.28,104.57,6.74,111.23,Paddy
102.24,95.75,108.01,24.2,53.85,7.11,43.89,muskmelon
-7.0,48.84,51.38,21.6,61.83,6.8,95.86,pomegranate
99.63,86.06,41.28,18.08,74.91,5.67,163.11,muskmelon
85.24,61.87,27.97,26.19,78.93,6.15,176.67,pigeonpeas
74.51,56.65,128.86,23.9,71.29,6.36,156.57,grapes
11.79,54.2,46.17,22.97,50.29,6.27,42.72,pigeonpeas
0.41,59.42,126.85,32.05,71.72,7.08,189.9,mango
26.1,29.92,-8.89,29.77,84.55,7.48,78.21,banana
93.1,100.95,112.09,25.6,63.72,6.46,81.54,pomegranate
35.04,90.96,74.6,22.94,42.84,5.42,139.32,blackgram
-0.79,52.52,48.4,30.9,55.46,6.17,122.4,mothbeans
1.03,-14.47,-70.83,25.59,61.21,7.33,126.81,lentil
-6.22,84.29,20.27,18.27,83.92,6.52,88.3,Paddy
48.02,116.86,110.37,31.33,89.74,6.1,134.46,watermelon
28.38,100.77,50.69,28.5,80.54,7.02,48.66,chickpea
21.27,38.53,72.13,24.14,77.36,6.65,120.02,coffee
70.03,93.76,112.01,24.7,53.63,6.37,230.58,kidneybeans
18.17,43.57,88.43,31.31,57.58,5.73,223.81,apple
41.95,92.41,132.82,25.13,61.89,7.1,71.3,pomegranate
36.98,11.7,65.95,22.77,97.97,7.39,32.82,orange
34.45,48.21,23.15,26.39,69.18,6.93,58.28,chickpea
43.48,-8.2,22.97,24.69,91.69,6.41,140.22,watermelon
33.56,45.4,54.95,15.21,16.47,7.02,107.43,pomegranate
68.93,-18.73,-0.91,23.59,48.32,7.67,117.91,grapes
54.91,11.23,49.55,21.07,76.47,6.3,147.09,blackgram
105.17,-31.61,-61.36,27.83,70.77,7.38,58.82,chickpea
31.72,88.35,11.65,25.75,72.47,6.45,43.5,watermelon
-53.9,39.22,-15.55,36.01,32.14,7.02,186.75,rice
19.23,47.63,76.76,26.1,82.04,7.4,110.04,mungbean
68.22,82.04,73.59,20.57,64.96,6.3,108.2,jute
61.41,91.18,76.92,22.97,89.15,6.9,47.92,lentil
80.1,0.8,61.29,23.06,61.38,6.43,157.88,jute
22.78,66.58,90.27,23.0,58.5,5.83,157.01,coffee
126.1,1.29,57.76,27.56,90.22,7.11,153.92,apple
23.55,69.32,-40.74,27.17,107.29,7.25,74.38,rice
56.32,67.68,2.68,12.19,72.01,6.95,184.08,banana
133.69,17.35,29.19,22.04,52.03,6.56,143.98,blackgram
136.48,4.94,81.43,29.95,103.23,7.36,126.62,muskmelon
-29.6,55.42,-18.8,28.39,63.15,6.6,103.41,banana
62.07,107.88,108.2,35.6,65.8,6.03,121.61,Paddy
16.28,77.92,69.63,28.49,71.53,7.38,92.01,Arecanut
79.8,35.45,62.8,19.97,82.04,6.45,70.24,muskmelon
85.69,99.55,-28.9,26.29,35.2,6.46,80.36,Paddy
63.15,41.4,-6.47,12.03,59.68,6.66,151.48,banana
80.2,54.0,-39.12,21.19,83.52,6.26,144.98,grapes
33.47,60.57,-5.1,27.04,52.72,7.07,183.42,mothbeans
34.54,17.58,123.07,20.65,73.6,6.96,108.61,Paddy
86.15,53.18,47.45,32.4,60.87,6.72,102.1,Arecanut
43.19,33.11,109.91,25.73,91.84,7.57,44.13,blackgram
30.62,126.98,53.11,20.39,57.04,6.51,123.35,pomegranate
65.63,8.2,37.64,25.59,98.63,7.26,64.28,mothbeans
28.59,57.39,51.31,29.35,79.41,7.26,95.62,apple
26.1,14.41,70.52,23.39,43.3,7.02,58.91,apple
104.22,117.21,101.37,26.71,84.98,6.95,13.68,cotton
86.22,-1.8,36.47,24.01,10.35,6.4,121.5,Arecanut
134.63,39.9,14.63,30.51,95.62,5.8,114.08,apple
19.0,8.4,-28.82,17.93,70.52,7.13,-4.14,Arecanut
-20.03,110.36,33.49,31.33,89.3,7.2,21.46,papaya
0.09,31.79,74.27,27.32,98.9,6.08,39.36,mungbean
37.84,10.24,50.49,20.33,72.92,6.84,109.92,mango
70.26,33.23,-35.46,20.86,58.03,7.11,-2.88,cotton
-5.65,80.88,51.25,27.39,41.42,6.47,54.38,coconut
12.87,71.17,-35.69,34.22,76.85,6.55,89.37,pomegranate
-43.03,68.38,26.2,19.51,69.73,6.22,60.56,rice
36.59,54.05,25.59,27.5,76.17,7.34,58.91,jute
80.55,62.7,16.41,24.45,96.56,7.95,182.6,coconut
-16.04,7.92,-38.28,27.96,68.09,6.24,199.87,mango
19.82,22.81,6.0,21.08,58.67,8.35,113.87,kidneybeans
12.72,58.17,104.32,29.44,66.92,8.21,160.74,pomegranate
40.86,43.45,150.61,24.28,61.04,8.1,34.74,grapes
90.61,33.67,149.14,23.93,49.72,6.16,130.65,apple
-14.17,60.62,99.58,17.97,47.18,7.01,141.97,cotton
163.35,96.58,-15.52,27.41,83.03,7.31,120.94,lentil
79.34,75.72,79.69,35.54,64.11,6.22,95.76,Paddy
127.08,42.45,77.48,26.86,104.38,7.13,84.38,Arecanut
97.82,70.48,42.98,27.58,46.5,6.12,114.9,mango
66.77,81.03,79.65,30.39,61.3,6.65,26.65,coconut
34.96,56.09,-14.86,26.17,99.29,6.25,195.07,mango
74.99,40.1,-22.29,25.99,71.31,6.12,108.2,pigeonpeas
-18.34,66.02,37.65,30.96,83.13,6.35,78.65,muskmelon
103.35,109.63,67.35,21.41,8.72,7.05,25.73,pomegranate
86.67,34.2,27.39,26.19,106.43,5.94,-6.04,pigeonpeas
9.41,48.79,-35.87,24.86,76.27,7.81,57.12,kidneybeans
103.16,34.51,41.88,23.53,60.03,7.16,97.42,orange
15.32,43.79,56.58,34.53,57.11,5.9,78.47,orange
65.07,70.31,-42.09,27.16,15.95,6.59,91.82,jute
72.12,58.4,53.42,26.69,63.26,7.08,49.39,Paddy
49.66,66.06,54.01,26.97,85.24,7.19,101.69,grapes
17.55,64.07,-12.37,13.38,114.33,6.29,156.22,chickpea
19.15,92.26,11.28,31.98,88.73,6.35,206.59,papaya
6.89,35.54,72.4,29.34,110.41,5.08,59.54,pomegranate
56.56,24.77,11.41,33.56,94.06,6.11,72.99,papaya
54.3,-6.74,51.87,15.87,42.39,6.13,192.05,papaya
75.64,25.59,2.64,34.4,30.41,7.38,115.81,rice
81.85,66.81,41.37,24.23,95.76,6.76,153.32,orange
41.09,93.95,64.06,31.04,94.04,6.49,98.7,watermelon
83.01,68.71,85.59,22.89,119.67,7.14,125.18,mungbean
79.18,37.89,45.31,24.9,45.6,6.97,228.13,kidneybeans
52.32,8.7,96.69,21.38,92.69,6.89,100.15,Paddy
48.71,55.8,-10.12,23.41,61.69,6.67,142.72,pomegranate
95.87,87.46,115.73,31.8,54.1,6.64,140.32,grapes
50.93,59.74,52.55,27.61,31.01,5.82,135.49,maize
75.54,28.8,89.66,30.93,40.6,6.5,190.13,mothbeans
25.21,80.36,50.9,18.71,34.12,7.68,5.55,mango
102.91,68.85,6.24,24.02,100.32,7.38,231.82,blackgram
32.96,10.49,-9.79,25.95,52.59,6.25,134.66,coconut
95.35,46.15,71.35,29.15,65.72,7.34,132.74,watermelon
24.95,33.12,13.07,27.16,56.28,7.06,106.6,Arecanut
49.81,79.11,65.79,28.44,18.76,6.0,45.85,muskmelon
19.17,18.59,68.84,23.38,77.15,7.14,135.63,lentil
43.12,26.92,64.63,25.53,99.74,4.91,143.24,maize
105.94,41.26,49.4,27.85,116.71,6.29,126.61,Paddy
29.54,120.44,10.29,25.91,82.04,6.24,111.01,orange
112.94,1.26,-54.31,24.72,59.65,5.73,74.18,mungbean
60.82,10.99,34.74,29.51,50.93,5.76,119.58,watermelon
67.41,54.69,141.3,22.44,0.33,6.44,70.33,muskmelon
-2.01,92.55,53.16,22.08,86.1,8.05,-1.38,pigeonpeas
89.18,48.54,54.49,28.26,72.73,5.96,132.43,jute
31.83,90.08,-3.7,6.37,59.5,5.46,87.97,maize
65.26,48.58,22.65,32.83,98.05,6.48,115.45,Paddy
11.21,102.18,10.31,34.83,111.77,5.04,248.4,pigeonpeas
1.19,57.39,83.55,16.67,78.36,5.73,135.97,maize
23.69,52.79,13.72,30.09,55.21,5.9,116.99,pomegranate
81.95,33.51,99.4,23.82,81.06,5.97,68.65,mango
23.89,57.49,148.17,29.48,39.4,7.63,161.3,blackgram
58.14,110.52,115.91,20.17,81.66,7.65,59.2,chickpea
33.53,37.63,62.37,33.73,68.0,7.11,25.35,mungbean
73.13,41.49,100.21,24.8,84.44,5.95,243.16,mango
22.23,13.02,58.0,31.71,58.68,6.44,50.42,mango
61.19,88.12,31.47,25.41,72.52,6.84,81.13,rice
54.39,87.95,74.99,24.67,88.77,7.16,115.18,kidneybeans
76.8,26.72,3.78,18.81,67.16,6.77,60.88,rice
65.49,20.72,78.3,24.32,90.93,5.56,94.01,apple
45.88,9.31,64.3,16.04,110.54,6.61,100.56,banana
38.25,125.37,57.69,25.71,33.01,4.97,243.85,jute
7.59,0.29,85.09,22.57,37.07,5.59,122.06,papaya
40.92,18.86,140.4,30.12,86.44,6.9,123.84,Paddy
43.79,76.72,109.18,26.62,96.25,6.42,180.67,rice
77.56,85.32,6.98,28.42,64.88,6.76,66.33,watermelon
83.0,94.47,90.86,26.23,39.41,7.78,138.63,papaya
95.17,12.28,114.24,18.13,60.76,5.85,76.67,rice
67.14,60.2,62.99,21.1,63.38,6.03,76.74,orange
21.79,79.84,37.18,27.56,62.84,5.07,21.85,coffee
71.57,73.88,33.05,23.83,74.12,6.64,32.29,lentil
63.79,4.28,-15.14,29.55,66.29,6.42,53.66,orange
44.4,72.34,78.01,26.41,60.45,7.06,128.35,chickpea
27.15,4.17,-53.9,24.98,109.33,7.35,135.73,pomegranate
50.05,62.91,95.6,29.13,63.52,7.2,94.53,pigeonpeas
42.66,27.53,98.23,31.29,76.04,6.21,183.55,blackgram
77.22,47.25,-48.0,27.38,87.3,6.21,30.43,watermelon
47.04,111.12,52.87,19.4,50.92,5.66,58.76,watermelon
24.19,92.42,151.61,27.26,94.97,5.68,111.86,mango
33.86,55.76,70.15,21.9,47.78,7.2,107.92,mango
-5.51,70.42,75.86,22.94,90.93,6.77,109.4,Paddy
39.87,20.07,13.04,25.37,98.51,6.75,128.19,cotton
59.48,34.89,62.03,27.91,40.96,6.4,70.38,orange
80.63,53.31,36.9,27.71,78.73,7.47,54.96,blackgram
106.21,-10.3,14.44,30.55,80.78,6.47,99.52,Arecanut
66.81,77.65,92.13,28.68,102.63,6.43,37.85,mango
83.66,100.14,70.58,31.15,91.69,7.25,97.06,apple
37.28,102.99,168.51,34.12,68.34,6.56,25.6,jute
91.93,50.65,138.32,14.16,99.96,7.2,92.0,pigeonpeas
40.57,70.44,-2.61,38.09,44.88,6.56,186.43,Paddy
118.88,1.66,157.31,21.4,11.89,6.13,60.92,blackgram
57.65,57.95,103.64,27.5,80.63,5.97,2.52,banana
-33.74,18.7,62.35,31.58,47.98,5.94,102.41,apple
-6.88,52.96,9.08,27.22,80.24,7.44,107.01,mothbeans
40.34,14.94,2.58,24.61,104.43,7.3,149.88,jute
47.7,-4.01,44.51,25.26,70.85,5.74,138.43,rice
43.68,12.69,93.57,28.19,55.18,5.85,58.37,pigeonpeas
11.59,31.58,27.73,30.74,29.53,8.1,195.98,apple
-8.36,10.13,51.98,18.89,52.46,8.28,47.9,cotton
27.24,12.52,8.69,31.11,83.49,4.92,81.69,maize
40.58,28.36,-41.97,26.91,41.38,7.13,58.63,watermelon
41.97,32.43,89.4,30.95,76.27,6.6,183.92,papaya
71.63,62.12,-15.67,22.33,84.91,6.26,16.42,grapes
37.76,12.01,75.72,24.65,61.13,6.59,229.68,Paddy
78.28,3.99,24.24,30.31,53.96,8.29,108.94,rice
96.61,52.5,63.16,30.2,95.69,7.24,95.66,lentil
74.25,71.38,70.25,27.39,75.6,6.38,148.07,mango
106.05,71.05,-51.5,22.32,49.05,5.7,230.24,cotton
52.1,79.57,62.41,25.21,95.46,8.19,42.97,banana
-19.19,47.34,20.8,26.04,71.87,5.9,159.87,maize
99.66,73.45,47.55,29.43,79.7,5.72,63.54,pomegranate
46.82,8.84,-23.96,31.45,48.69,6.39,155.75,papaya
-21.67,108.82,4.79,22.97,89.59,7.19,114.9,mungbean
120.31,32.83,81.34,30.28,117.37,7.3,57.24,coconut
94.04,38.16,33.13,28.99,115.62,6.27,139.88,mango
-7.69,50.17,47.51,22.05,70.36,7.73,29.04,papaya
-13.76,6.99,32.03,29.61,88.88,6.75,212.86,mothbeans
63.16,69.87,103.68,24.52,56.07,6.92,105.25,mungbean
43.05,85.51,17.53,23.01,52.12,6.32,-23.65,kidneybeans
30.63,65.42,-39.07,23.97,73.1,7.44,160.21,banana
23.26,55.83,34.02,26.91,43.31,7.26,79.68,pomegranate
56.03,72.11,136.16,16.64,50.41,5.85,88.85,watermelon
62.14,24.38,140.95,23.04,75.78,6.14,61.11,papaya
9.48,71.57,11.96,31.69,31.81,5.0,99.32,pigeonpeas
42.11,7.83,99.35,34.46,68.95,5.77,20.43,jute
26.35,37.58,-37.52,32.03,67.01,5.99,159.24,kidneybeans
47.03,0.93,41.63,29.16,58.86,7.15,-16.18,grapes
25.04,47.66,102.02,29.03,90.92,6.15,105.47,Arecanut
104.86,15.1,61.98,26.2,33.22,6.99,-8.84,orange
74.16,20.05,-51.17,26.19,47.17,6.95,133.65,coffee
29.17,-10.06,44.08,33.48,86.95,6.06,86.05,pigeonpeas
19.86,29.65,129.05,17.25,55.71,6.01,98.44,papaya
79.0,58.76,39.63,23.63,56.61,6.36,69.35,maize
78.88,95.74,46.75,29.42,33.29,5.57,76.85,cotton
85.33,10.41,-11.17,24.3,56.54,7.41,43.42,cotton
65.87,114.58,-11.17,28.66,61.87,8.33,22.98,banana
102.86,66.66,87.72,25.63,104.52,6.8,107.12,banana
43.68,80.6,45.12,23.09,81.07,5.25,121.32,mungbean
45.69,4.42,-1.38,24.12,51.03,7.43,175.31,Arecanut
9.47,56.92,11.54,26.58,48.02,7.37,162.24,muskmelon
55.1,104.42,127.79,20.15,67.81,6.87,85.71,blackgram
60.82,22.8,-96.09,27.34,81.79,6.41,122.7,orange
-12.3,94.24,-38.14,19.2,33.86,7.04,112.6,pomegranate
70.56,13.67,6.59,38.09,80.11,6.51,-40.52,chickpea
52.96,81.67,17.36,21.92,76.58,6.6,100.47,mungbean
49.95,69.9,42.18,20.9,87.04,5.09,37.97,kidneybeans
45.34,55.1,80.31,19.84,94.62,7.18,129.03,pigeonpeas
60.88,59.69,-3.76,27.22,110.07,6.42,90.67,maize
17.21,51.99,65.19,24.75,62.05,6.74,84.96,papaya
50.17,87.94,87.33,27.96,98.08,6.53,51.78,mango
56.39,38.81,111.04,23.84,76.69,7.1,51.96,rice
69.94,45.97,97.76,31.09,57.5,5.64,193.45,coconut
56.03,35.23,114.83,28.69,30.05,6.7,80.91,coconut
86.36,25.61,161.01,19.75,64.36,7.23,212.8,jute
102.47,49.52,42.42,25.36,56.36,6.69,52.6,coffee
59.75,30.43,-72.28,16.86,69.24,6.43,126.48,rice
72.71,-9.67,76.19,22.49,90.23,5.0,22.83,jute
9.94,115.67,53.27,14.54,73.77,6.89,151.21,mango
76.08,37.31,-53.33,24.42,51.09,5.68,102.23,watermelon
96.72,-2.62,30.61,23.87,74.98,5.13,119.71,mango
89.97,99.89,162.59,23.52,82.6,5.39,165.37,apple
70.37,32.6,-22.0,31.86,87.3,5.36,113.74,chickpea
32.95,72.84,100.82,27.42,74.86,6.75,134.35,cotton
102.79,18.51,112.06,26.88,101.08,6.11,-41.55,cotton
66.42,22.7,89.87,33.82,36.77,5.8,134.64,Paddy
69.7,39.27,48.33,17.59,102.13,7.12,27.1,maize
71.34,68.63,41.73,28.25,68.21,6.84,171.18,pomegranate
15.81,107.73,41.55,20.4,78.07,6.56,215.94,pigeonpeas
68.2,47.96,-21.24,28.64,73.62,6.37,108.83,lentil
22.24,29.25,75.43,31.66,104.8,6.19,81.02,rice
8.02,20.79,21.44,24.06,72.85,5.94,119.57,pomegranate
87.89,31.43,48.31,26.27,89.33,6.43,77.07,lentil
1.05,38.18,-33.85,30.92,109.51,6.39,175.58,banana
47.18,35.23,76.94,23.29,28.09,5.83,102.07,mango
55.84,61.6,29.59,20.64,58.85,7.47,114.83,watermelon
-2.72,74.59,11.93,25.86,63.72,6.14,63.19,kidneybeans
81.45,-4.36,86.31,26.36,86.62,6.98,-34.36,cotton
48.15,46.13,-58.03,25.11,91.22,5.82,199.27,Paddy
58.03,98.12,62.64,29.05,74.54,4.9,118.47,pigeonpeas
30.75,35.19,29.08,20.67,84.35,6.34,77.73,pigeonpeas
74.98,126.5,133.77,28.02,99.58,7.36,27.28,orange
92.26,71.42,25.38,24.35,56.12,6.18,86.3,apple
9.2,25.62,-3.93,29.22,49.56,5.95,87.79,apple
37.76,33.28,67.74,23.1,57.31,7.19,101.55,watermelon
70.53,-10.17,93.42,27.42,62.19,7.02,139.46,grapes
41.33,63.37,-25.55,31.85,47.63,6.24,124.16,lentil
-20.55,32.94,68.29,26.56,68.73,7.55,137.23,rice
23.1,10.73,-7.08,28.08,61.82,5.85,80.27,jute
37.24,35.76,-13.17,34.67,35.7,6.37,149.23,Arecanut
77.16,17.38,34.65,28.32,100.78,7.48,153.21,mungbean
19.26,58.01,85.68,24.97,85.51,6.24,66.81,muskmelon
75.28,56.38,12.59,23.02,94.8,6.19,99.95,coffee
63.03,121.65,14.52,30.22,124.77,6.36,155.1,watermelon
94.97,55.63,-28.05,27.48,77.22,7.35,10.67,coconut
-19.81,8.5,88.3,26.95,71.8,5.35,163.69,chickpea
24.28,99.33,1.05,31.01,104.97,6.52,89.01,apple
88.79,36.43,29.84,35.33,80.05,5.39,165.24,Paddy
56.09,-11.97,59.38,22.94,72.17,6.71,62.01,chickpea
35.01,96.19,2.14,24.26,98.67,6.82,116.09,chickpea
31.8,61.82,-46.84,30.08,50.89,5.47,45.78,mungbean
16.52,84.42,-6.58,32.14,45.2,5.93,145.33,papaya
-28.76,33.25,154.75,34.19,52.0,5.64,206.78,mango
36.28,47.03,35.18,23.78,64.59,7.49,194.55,coffee
97.52,65.29,78.85,20.86,63.48,7.15,204.8,coconut
27.55,41.38,-26.22,18.06,54.57,5.6,18.74,mango
63.56,67.45,33.6,33.25,90.5,7.17,67.12,Arecanut
52.94,110.64,116.52,31.94,76.64,6.9,161.64,banana
49.25,74.6,40.47,26.97,100.97,6.09,158.31,Arecanut
30.44,87.99,82.22,22.21,68.81,5.71,46.96,lentil
121.75,45.0,-42.37,36.23,49.29,5.55,46.85,mango
76.02,56.74,42.49,34.84,35.22,4.72,100.1,muskmelon
70.59,18.74,20.15,24.91,98.14,7.44,73.82,rice
-45.79,90.23,138.46,21.73,72.7,6.24,18.57,Arecanut
38.04,21.51,70.02,26.48,78.76,5.65,111.04,papaya
34.83,28.41,37.95,33.51,88.51,6.73,178.32,maize
20.25,76.86,22.78,26.92,107.53,6.75,135.79,Arecanut
33.37,89.38,176.22,23.9,79.68,6.65,46.67,mungbean
12.04,94.82,36.96,21.77,97.94,7.55,58.75,pomegranate
95.87,-10.22,25.58,24.35,97.86,7.92,84.02,papaya
43.35,54.16,53.76,24.09,70.85,6.88,128.74,cotton
25.52,24.24,9.09,27.71,100.49,6.36,50.11,orange
34.58,129.7,92.4,28.07,97.34,5.71,162.13,grapes
70.18,116.61,27.72,34.2,88.05,6.94,80.27,coffee
7.94,76.33,2.08,30.88,79.74,7.53,102.42,grapes
44.54,57.02,-1.27,21.2,71.81,6.53,219.89,cotton
5.43,34.43,60.89,30.33,73.31,6.86,94.34,muskmelon
58.03,45.26,55.91,24.13,66.4,6.57,39.61,muskmelon
26.67,79.51,57.14,27.07,95.8,6.87,33.59,rice
34.0,49.88,69.78,27.51,72.12,6.44,109.12,muskmelon
35.44,129.98,110.03,33.86,52.33,6.14,197.71,coconut
40.93,39.03,43.43,18.04,21.88,5.91,191.3,maize
59.5,68.71,-22.32,28.22,77.01,5.79,78.62,maize
91.28,57.14,38.42,16.39,50.78,7.15,144.31,coconut
70.94,24.86,31.46,28.9,83.58,5.76,118.28,blackgram
-24.4,60.95,23.92,26.77,115.81,6.75,58.32,apple
32.08,83.0,111.93,20.86,48.32,6.28,134.67,blackgram
71.31,54.92,62.77,21.86,85.05,7.23,158.82,rice
-15.75,20.38,106.39,26.49,105.27,5.7,77.02,maize
43.47,60.73,83.16,24.47,111.15,5.5,119.16,Paddy
51.98,41.39,1.09,24.25,79.82,7.82,188.72,jute
79.91,90.55,27.02,22.31,104.3,6.06,151.42,pigeonpeas
146.1,45.08,14.68,26.57,94.89,6.19,29.5,mango
84.01,37.92,84.98,29.15,98.35,6.56,-15.11,muskmelon
53.4,18.16,-8.16,28.34,51.93,7.79,94.94,mungbean
6.27,26.46,41.22,26.73,60.42,6.43,101.44,muskmelon
55.75,-17.21,-34.13,31.81,39.47,6.41,145.98,banana
96.97,-6.29,102.62,20.64,121.85,7.05,212.99,mango
52.41,41.92,-23.31,24.8,79.11,6.55,50.99,apple
59.01,52.57,-38.62,26.09,57.7,5.32,162.04,muskmelon
107.01,122.38,57.2,30.18,64.69,5.57,113.05,cotton
84.7,19.99,35.47,27.93,48.54,7.39,164.53,mango
81.76,114.73,2.5,27.18,86.47,5.85,146.11,chickpea
26.99,41.74,72.21,29.98,100.55,5.72,77.79,pigeonpeas
68.62,23.31,3.68,29.4,56.19,6.99,201.56,mothbeans
103.19,61.41,37.29,33.27,85.94,5.89,65.72,Arecanut
57.25,73.78,50.96,20.81,46.96,7.72,92.81,grapes
